0	-36.441269	0.012955	402.010040
1	-52.791481	0.002010	150.753769
2	-68.815117	0.000303	1155.778809
3	-75.453911	0.000134	3467.336670
4	-75.081947	0.000144	2864.321533
5	-74.054848	0.000159	3216.080322
6	-75.171494	0.000134	3366.833984
7	-73.925606	0.000159	3618.090332
8	-75.059196	0.000139	3015.075195
9	-75.948166	0.000124	4623.115234
10	-74.177986	0.000164	2613.065186
11	-74.368393	0.000150	3618.090332
12	-76.427986	0.000118	4221.105469
13	-76.241043	0.000118	4271.356445
14	-76.371490	0.000123	3216.080322
15	-77.795052	0.000099	4271.356445
16	-76.270935	0.000126	3366.833984
17	-77.714256	0.000105	4020.100342
18	-77.598717	0.000105	4472.361816
19	-76.583557	0.000120	4170.854004
20	-77.255486	0.000107	4572.864258
21	-76.777534	0.000114	4472.361816
22	-75.213615	0.000134	3718.592773
23	-74.862740	0.000143	3065.326660
24	-74.786575	0.000144	3467.336670
25	-72.728210	0.000187	2462.311523
26	-72.080452	0.000202	2462.311523
27	-71.323669	0.000217	2613.065186
28	-72.254333	0.000199	2914.572754
29	-68.873856	0.000288	2512.562744
30	-67.656219	0.000330	2512.562744
31	-68.579903	0.000307	2261.306396
32	-67.046257	0.000356	2412.060303
33	-66.737755	0.000379	2211.055176
34	-67.462326	0.000342	2311.557617
35	-64.939941	0.000458	2412.060303
36	-65.299225	0.000443	1909.547729
37	-67.378250	0.000342	2361.809082
38	-67.306847	0.000348	2261.306396
39	-68.903603	0.000289	2512.562744
40	-70.309433	0.000249	2562.813965
41	-71.031700	0.000233	2160.803955
42	-72.300110	0.000189	2663.316406
43	-71.301781	0.000212	3115.577881
44	-70.211945	0.000252	1909.547729
45	-71.326958	0.000223	2060.301514
46	-71.684105	0.000211	2613.065186
47	-72.389290	0.000190	3165.829102
48	-72.069366	0.000202	2814.070312
49	-70.755249	0.000233	1909.547729
50	-70.081619	0.000240	2713.567871
51	-70.721451	0.000207	3115.577881
52	-74.554810	0.000151	2964.823975
53	-74.348526	0.000156	3366.833984
54	-73.362068	0.000172	2763.819092
55	-75.268372	0.000135	3115.577881
56	-71.694550	0.000216	2261.306396
57	-70.388107	0.000241	2462.311523
58	-36.376198	0.009666	2311.557617
59	-28.853388	0.030566	1005.025085
60	-27.941587	0.032748	854.271362
61	-25.579365	0.041188	1306.532593
62	-28.829947	0.029411	1608.040161
63	-28.356155	0.030265	1306.532593
64	-27.800972	0.032949	1105.527588
65	-26.141233	0.039024	1105.527588
66	-29.357695	0.024961	1206.030151
67	-46.212551	0.004343	603.015076
68	-51.744457	0.002153	301.507538
69	-68.124039	0.000319	1105.527588
70	-67.335991	0.000368	1356.783936
71	-31.380301	0.011776	2613.065186
72	-26.128609	0.038749	6432.160645
73	-26.562223	0.037463	5628.140625
74	-27.741810	0.033913	1005.025085
75	-23.517923	0.054597	854.271362
76	-20.645311	0.076673	603.015076
77	-18.645226	0.098542	603.015076
78	-17.387007	0.114349	804.020081
79	-17.397060	0.113767	804.020081
80	-18.836323	0.092944	804.020081
81	-20.999367	0.070698	1206.030151
82	-21.856440	0.065162	703.517578
83	-23.347948	0.055294	603.015076
84	-25.458258	0.040818	1005.025085
85	-27.339478	0.030615	1909.547729
86	-31.406181	0.020381	904.522583
87	-40.674892	0.007533	402.010040
88	-44.169720	0.005274	251.256271
89	-47.687614	0.003385	201.005020
90	-60.770363	0.000719	603.015076
91	-57.292385	0.000985	954.773865
92	-68.000298	0.000329	1758.793945
93	-51.738255	0.001368	2160.803955
94	-55.854420	0.000946	904.522583
95	-61.516407	0.000655	603.015076
96	-51.666245	0.001945	552.763794
97	-44.658932	0.004455	603.015076
98	-41.670242	0.006783	351.758789
99	-40.894424	0.007004	402.010040
100	-39.186337	0.009338	502.512543
101	-33.913055	0.016226	603.015076
102	-29.499481	0.025709	653.266296
103	-24.263596	0.049317	502.512543
104	-24.622581	0.049169	502.512543
105	-24.542156	0.047939	703.517578
106	-23.594625	0.053214	804.020081
107	-24.349730	0.047980	904.522583
108	-24.673752	0.044342	804.020081
109	-28.069744	0.029518	703.517578
110	-34.637257	0.015557	402.010040
111	-33.182953	0.019561	301.507538
112	-33.206837	0.019139	301.507538
113	-34.931232	0.016009	201.005020
