114	-38.620731	0.010226	201.005020
115	-48.748493	0.002688	904.522583
116	-64.536034	0.000444	1557.788940
117	-69.406418	0.000269	1708.542725
118	-71.121361	0.000215	2211.055176
119	-70.577492	0.000244	1507.537598
120	-69.855377	0.000258	2361.809082
121	-74.507736	0.000153	2462.311523
122	-75.401688	0.000131	3768.844238
123	-36.647018	0.007979	4070.351562
124	-33.877670	0.015411	4924.623047
125	-35.771854	0.012761	6532.663086
126	-36.382908	0.011904	7336.683105
127	-36.506870	0.011614	6432.160645
128	-37.378345	0.011121	6532.663086
129	-36.130135	0.012751	7839.195801
130	-37.418831	0.010287	7135.678223
131	-34.796833	0.014692	7839.195801
132	-32.886555	0.018552	8040.200684
133	-34.176685	0.016356	7839.195801
134	-32.913509	0.017832	7638.190918
135	-34.166683	0.014604	6884.421875
136	-42.476204	0.005935	3768.844238
137	-56.323002	0.000894	2211.055176
138	-75.041084	0.000140	3668.341553
139	-70.940598	0.000210	3115.577881
140	-57.287552	0.000704	2864.321533
141	-45.986282	0.002484	2864.321533
142	-33.469032	0.015038	1356.783936
143	-26.275011	0.040686	502.512543
144	-24.985008	0.046771	603.015076
145	-23.496738	0.056651	804.020081
146	-23.269690	0.057914	703.517578
147	-26.731255	0.036954	703.517578
148	-31.113813	0.022588	502.512543
149	-32.153545	0.021977	301.507538
150	-31.473532	0.024290	201.005020
151	-31.256994	0.024262	301.507538
152	-31.292089	0.024359	301.507538
153	-31.128502	0.025159	201.005020
154	-31.084763	0.024731	301.507538
155	-31.437202	0.023987	301.507538
156	-31.663725	0.023291	301.507538
157	-31.793747	0.023241	251.256271
158	-32.230179	0.022160	201.005020
159	-32.372360	0.021547	301.507538
160	-32.799118	0.020597	301.507538
161	-32.829185	0.020652	301.507538
162	-30.631418	0.023905	502.512543
163	-28.128578	0.031625	502.512543
164	-25.263821	0.045507	502.512543
165	-24.680004	0.046584	502.512543
166	-23.652969	0.055929	552.763794
167	-23.538088	0.054635	603.015076
168	-23.542292	0.056371	502.512543
169	-23.226553	0.059118	502.512543
170	-24.397156	0.050854	603.015076
171	-25.027096	0.048251	502.512543
172	-32.293720	0.019512	603.015076
173	-43.000416	0.005653	1557.788940
174	-50.913330	0.002350	4623.115234
175	-49.961411	0.002583	6532.663086
176	-48.536476	0.002921	6934.673340
177	-46.959301	0.003500	5628.140625
178	-52.524223	0.001853	4623.115234
179	-38.838028	0.008010	1507.537598
180	-32.740295	0.018570	402.010040
181	-34.388729	0.016612	402.010040
182	-32.905487	0.020365	301.507538
183	-32.860615	0.020438	301.507538
184	-33.898876	0.018346	201.005020
185	-35.499447	0.015116	301.507538
186	-40.478294	0.008184	301.507538
187	-49.138489	0.002890	502.512543
188	-53.664532	0.001631	954.773865
189	-34.452740	0.006748	753.768799
190	-31.804346	0.020723	3517.587891
191	-35.459972	0.013656	3618.090332
192	-36.867413	0.011653	2613.065186
193	-40.050892	0.007903	2311.557617
194	-40.637901	0.007615	2110.552734
195	-40.690628	0.007376	2010.050171
196	-45.798111	0.004039	1708.542725
197	-42.422100	0.005263	904.522583
198	-29.879259	0.025205	603.015076
199	-28.463301	0.032099	603.015076
200	-26.474272	0.039558	603.015076
201	-25.451942	0.042348	1105.527588
202	-26.988708	0.035993	703.517578
203	-28.726507	0.030558	603.015076
204	-33.428627	0.018858	301.507538
205	-31.998888	0.022475	301.507538
206	-31.359577	0.024307	201.005020
207	-31.581205	0.023683	301.507538
208	-31.958809	0.022578	301.507538
209	-32.549286	0.021094	301.507538
210	-35.215969	0.015201	301.507538
211	-43.717361	0.005222	904.522583
212	-45.144123	0.004667	502.512543
213	-43.398098	0.004121	1407.035156
214	-35.736828	0.012188	4321.607910
215	-29.969896	0.025337	4924.623047
216	-28.443987	0.030449	4924.623047
217	-33.407757	0.017673	5226.130371
218	-35.161552	0.013825	3115.577881
219	-41.960842	0.006207	3366.833984
220	-43.459148	0.005064	3718.592773
221	-43.116673	0.005747	1608.040161
222	-61.777191	0.000558	1708.542725
223	-68.997467	0.000310	1256.281372
224	-71.662407	0.000225	1809.045166
225	-74.243576	0.000157	2512.562744
226	-75.722618	0.000136	3567.839111
227	-75.029480	0.000142	3216.080322
228	-76.727745	0.000120	4170.854004
229	-75.658142	0.000132	3768.844238
230	-36.503735	0.008148	2010.050171
231	-37.307178	0.011410	1608.040161
232	-34.600864	0.014279	1507.537598
233	-32.309330	0.018784	1306.532593
234	-30.337204	0.024555	1155.778809
235	-29.830467	0.026276	1005.025085
236	-29.977680	0.024289	1105.527588
237	-28.350317	0.030396	854.271362
238	-25.482023	0.044144	804.020081
239	-25.316256	0.042862	804.020081
240	-24.676817	0.047670	804.020081
241	-25.678896	0.043717	804.020081
242	-26.545610	0.039394	703.517578
243	-26.359776	0.040942	804.020081
244	-27.680222	0.035607	703.517578
245	-28.227589	0.032494	703.517578
246	-27.652727	0.034726	854.271362
247	-27.812706	0.035303	703.517578
248	-28.558285	0.032087	703.517578
249	-28.993464	0.029777	703.517578
250	-29.715929	0.027205	603.015076
251	-29.992504	0.025522	753.768799
252	-31.210403	0.021924	552.763794
253	-31.377340	0.022774	201.005020
254	-32.339821	0.020715	301.507538
255	-33.221020	0.019495	201.005020
256	-33.892700	0.018408	201.005020
257	-36.346443	0.013559	201.005020
258	-35.280987	0.015420	201.005020
259	-34.873447	0.016093	251.256271
260	-34.903316	0.015993	201.005020
261	-34.940346	0.016114	201.005020
262	-34.858177	0.016271	201.005020
263	-35.064220	0.015918	201.005020
264	-35.505108	0.015064	201.005020
265	-36.026688	0.013974	351.758789
266	-35.932644	0.014458	201.005020
267	-37.190090	0.012325	301.507538
268	-38.572506	0.010731	201.005020
269	-40.996685	0.007970	301.507538
270	-41.457554	0.007452	351.758789
271	-46.962978	0.003958	201.005020
272	-54.842068	0.001486	3316.582764
273	-49.330624	0.002736	7788.944336
274	-40.340099	0.007675	7939.698242
275	-41.131836	0.007126	8040.200684
276	-41.104889	0.007022	7939.698242
277	-42.291668	0.006312	7688.441895
278	-42.467369	0.006125	8040.200684
279	-40.418316	0.007790	8040.200684
280	-41.709866	0.006652	7939.698242
281	-46.055073	0.004052	7336.683105
282	-44.909573	0.004680	7286.432129
283	-49.979046	0.002529	6984.924316
284	-57.953384	0.000991	6331.658203
285	-63.414402	0.000538	4120.603027
286	-63.896984	0.000511	1457.286377
287	-71.222275	0.000224	2361.809082
288	-71.443527	0.000235	1507.537598
289	-72.796211	0.000182	2562.813965
290	-76.986633	0.000114	3768.844238
291	-77.291107	0.000105	4924.623047
292	-76.466362	0.000115	4623.115234
293	-77.425392	0.000105	4371.859375
294	-77.540932	0.000106	4874.371582
295	-78.318306	0.000099	4371.859375
296	-76.985626	0.000116	3668.341553
297	-75.742302	0.000131	4070.351562
298	-79.353821	0.000086	4924.623047
299	-77.155594	0.000109	4271.356445
